주차,시작일,바꾼것,광고비,노출,발행,방문,주문,정산액,직접유입주문,신규리뷰,답글,비고
2026-W36,2026-08-31,없음(기준선 주),,,1,,,,,,,보고 그릇 세움 · 인스타 자동발행 9/2 재개
